Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text
192,B0064103,A526856,User_191,0,8,1,1175668942,Disgusting,Worst purchase I have ever made. Do not waste your money. The flavor is disgusting and the texture is completely off.
193,B0051168,A730021,User_192,7,28,3,1423628277,Decent,Decent enough for the price. Not amazing but not terrible either. Decent enough for the price. Not amazing but not terrible either.
194,B0045582,A498222,User_193,37,47,3,1221105484,Fine,Decent enough for the price. Not amazing but not terrible either. It is okay. Nothing special but does the job.
195,B0064173,A417659,User_194,33,36,5,1006768360,Excellent!,This is the best food product I have tried in years. So delicious! Great quality and fast shipping. Will definitely buy again.
196,B0060788,A876295,User_195,37,40,1,1022427794,Don't buy,Packaging was horrible and the product leaked everywhere. Packaging was horrible and the product leaked everywhere.
197,B0030002,A650357,User_196,19,33,4,1421787829,Perfect!,Outstanding product. Five stars without any hesitation. Perfectly packaged and freshly delivered. Very happy with this order.
198,B0077106,A144983,User_197,27,48,5,1498543649,Excellent!,This product is absolutely amazing! Best purchase I have ever made. Great quality and fast shipping. Will definitely buy again.
199,B0091159,A830466,User_198,38,42,4,1343901055,5 stars!,Top notch quality. I am very satisfied with my purchase. I love this product so much. It exceeded all my expectations.
200,B0075081,A390137,User_199,38,54,5,1494752253,Excellent!,This is the best food product I have tried in years. So delicious! Perfectly packaged and freshly delivered. Very happy with this order.
201,B0035513,A950838,User_200,50,72,5,1412923644,Great product!,Best snack I have ever had. My kids absolutely love it too. Perfectly packaged and freshly delivered. Very happy with this order.
202,B0057084,A918731,User_201,14,27,5,1493050125,Wonderful!,Incredible product at a very reasonable price. Highly recommended! Very happy with this purchase. Arrived quickly and well packaged.
203,B0023077,A130592,User_202,20,33,5,1498398940,Great product!,Top notch quality. I am very satisfied with my purchase. Absolutely delicious and healthy. I cannot imagine my life without it.
204,B0078402,A597778,User_203,4,6,5,1122764191,Wonderful!,This is the best food product I have tried in years. So delicious! Superb quality and flavor. This is now a staple in my household.
205,B0089381,A332166,User_204,8,25,1,1378676048,Horrible,Very disappointed. The taste was nothing like described. Nothing as advertised. Feels like a scam. Very unhappy.
206,B0059491,A580874,User_205,26,37,5,1117536025,Great product!,Incredible product at a very reasonable price. Highly recommended! Incredible product at a very reasonable price. Highly recommended!
207,B0030547,A319185,User_206,19,30,3,1240358884,Passable,
208,B0029041,A158051,User_207,14,41,5,1399408030,Wonderful!,Best snack I have ever had. My kids absolutely love it too. Very happy with this purchase. Arrived quickly and well packaged.
209,B0054148,A941934,User_208,36,43,4,1168994468,Amazing!,Incredible product at a very reasonable price. Highly recommended! Superb quality and flavor. This is now a staple in my household.
210,B0030342,A388186,User_209,43,63,2,1082380810,Disgusting,Horrible product. Returned it immediately. Do not buy this. Extremely bitter and unpleasant. Could not eat it at all.
211,B0069289,A191604,User_210,17,39,4,1097892135,Highly recommend,Perfectly packaged and freshly delivered. Very happy with this order. This is the best food product I have tried in years. So delicious!
212,B0052900,A468834,User_211,11,38,1,1305677599,Terrible,Disappointed and frustrated. This product ruined my meal. The flavor is disgusting and the texture is completely off.
213,B0092816,A101371,User_212,5,28,5,1452586224,Good!,Absolutely delicious and healthy. I cannot imagine my life without it. I love this product so much. It exceeded all my expectations.
214,B0062981,A856768,User_213,10,21,5,1212150732,5 stars!,Absolutely delicious and healthy. I cannot imagine my life without it. Great purchase. The product tastes exactly as described.
215,B0017298,A505089,User_214,9,14,4,1395546868,Good!,Really good product. I order this every month for my family. The taste is divine and it keeps me energized throughout the day.
216,B0010547,A329033,User_215,28,49,1,1146054311,Awful,Terrible product. Arrived broken and smelled awful. Never again. Tasted terrible. Threw it straight in the bin. Complete waste.
217,B0031749,A285260,User_216,13,37,5,1276937927,Amazing!,Perfectly packaged and freshly delivered. Very happy with this order. Top notch quality. I am very satisfied with my purchase.
218,B0026697,A950183,User_217,43,64,4,1137593086,Amazing!,Superb quality and flavor. This is now a staple in my household. Great purchase. The product tastes exactly as described.
219,B0042743,A840843,User_218,25,44,4,1342216350,Loved it!,"Best snack I have ever had. My kids absolutely love it too. Wonderful taste, great packaging, and arrived on time. Love it!"
220,B0014896,A370079,User_219,48,56,5,1074985704,Highly recommend,"Very happy with this purchase. Arrived quickly and well packaged. Wonderful taste, great packaging, and arrived on time. Love it!"
221,B0026992,A979158,User_220,11,15,5,1047392659,Excellent!,Fantastic taste and great value for money. Highly recommend! This product is absolutely amazing! Best purchase I have ever made.
222,B0039419,A130738,User_221,25,52,5,1004673319,Great product!,Outstanding product. Five stars without any hesitation. Best snack I have ever had. My kids absolutely love it too.
223,B0047613,A429489,User_222,20,38,1,1302770312,Very bad,Nothing as advertised. Feels like a scam. Very unhappy. Terrible product. Arrived broken and smelled awful. Never again.
224,B0015105,A208380,User_223,25,25,5,1085768272,Great product!,Absolutely delicious and healthy. I cannot imagine my life without it. Great purchase. The product tastes exactly as described.
225,B0058795,A148118,User_224,5,18,3,1098790467,Normal,Decent enough for the price. Not amazing but not terrible either. Middling product. Not excited to reorder but might anyway.
226,B0060101,A941131,User_225,33,35,2,1476366493,Waste of money,Worst purchase I have ever made. Do not waste your money. Nothing as advertised. Feels like a scam. Very unhappy.
227,B0071354,A873948,User_226,49,54,5,1068656143,5 stars!,"Wonderful taste, great packaging, and arrived on time. Love it! Really good product. I order this every month for my family."
228,B0069193,A248008,User_227,22,45,5,1175056261,5 stars!,Fantastic taste and great value for money. Highly recommend! Best snack I have ever had. My kids absolutely love it too.
229,B0023380,A527411,User_228,16,22,3,1049704148,Decent,"Decent enough for the price. Not amazing but not terrible either. It does what it says. Nothing more, nothing less."
230,B0034176,A478498,User_229,29,53,5,1393178857,Wonderful!,Perfect in every way. My family loves it and we keep buying more. I love this product so much. It exceeded all my expectations.
231,B0057110,A641616,User_230,9,23,5,1142574246,5 stars!,The taste is divine and it keeps me energized throughout the day. Top notch quality. I am very satisfied with my purchase.
232,B0020330,A341655,User_231,3,14,5,1181736963,Fantastic!,"Top notch quality. I am very satisfied with my purchase. Wonderful taste, great packaging, and arrived on time. Love it!"
233,B0096415,A658852,User_232,3,14,5,1189583375,Good!,"Wonderful taste, great packaging, and arrived on time. Love it! Top notch quality. I am very satisfied with my purchase."
234,B0058360,A573909,User_233,38,54,1,1257675032,Disgusting,Very disappointed. The taste was nothing like described. Tasted terrible. Threw it straight in the bin. Complete waste.
235,B0077981,A762322,User_234,36,56,4,1492744991,Wonderful!,The taste is divine and it keeps me energized throughout the day. Incredible product at a very reasonable price. Highly recommended!
236,B0083906,A709669,User_235,28,31,5,1315612161,Good!,Perfectly packaged and freshly delivered. Very happy with this order. Loved the flavor and texture. Will be ordering more very soon.
237,B0015698,A552860,User_236,32,52,2,1340321168,Very bad,Horrible product. Returned it immediately. Do not buy this. The flavor is disgusting and the texture is completely off.
238,B0044392,A315980,User_237,33,52,5,1197711373,Perfect!,Outstanding product. Five stars without any hesitation. Top notch quality. I am very satisfied with my purchase.
239,B0023407,A311907,User_238,49,59,5,1450530826,Excellent!,"Superb quality and flavor. This is now a staple in my household. Wonderful taste, great packaging, and arrived on time. Love it!"
240,B0077709,A405504,User_239,4,14,2,1386730800,Horrible,Terrible product. Arrived broken and smelled awful. Never again. Not worth a single penny. Quality is shockingly bad.
241,B0092448,A513734,User_240,9,19,5,1106279026,Fantastic!,"Absolutely delicious and healthy. I cannot imagine my life without it. Wonderful taste, great packaging, and arrived on time. Love it!"
242,B0031758,A589977,User_241,8,27,5,1243287960,Excellent!,Perfect in every way. My family loves it and we keep buying more. Superb quality and flavor. This is now a staple in my household.
243,B0076432,A394788,User_242,41,66,2,1344227690,Waste of money,Very disappointed. The taste was nothing like described. Product was stale and expired. Very unhappy with this purchase.
244,B0011569,A779182,User_243,32,43,4,1070041121,Excellent!,Perfect in every way. My family loves it and we keep buying more. Best snack I have ever had. My kids absolutely love it too.
245,B0054146,A547785,User_244,49,64,5,1123400958,5 stars!,"Wonderful taste, great packaging, and arrived on time. Love it! Excellent product! The quality is outstanding and it tastes wonderful."
246,B0019102,A379422,User_245,50,53,4,1260206783,Amazing!,Perfect in every way. My family loves it and we keep buying more. Perfect in every way. My family loves it and we keep buying more.
247,B0064108,A825254,User_246,49,68,4,1212868695,5 stars!,Incredible product at a very reasonable price. Highly recommended! Best snack I have ever had. My kids absolutely love it too.
248,B0062762,A926993,User_247,44,68,5,1221841887,Highly recommend,Absolutely delicious and healthy. I cannot imagine my life without it. Perfect in every way. My family loves it and we keep buying more.
